name,TestCaseName,Scenario,email,host,age,testResult,responseStatusCode,rawRequestBody,rawResponseBody,requestBody,responseBody
Gokul,TestCase_1_Happy_Path,Positive,gokul@test.com,gokul@test.com,25,PASSED,200,"{
  ""name"": ""Gokul"",
  ""email"": ""gokul@test.com"",
  ""age"": 25
}","{""args"":{},""data"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""user-agent"":""PostmanRuntime/7.39.1"",""accept"":""*/*"",""accept-encoding"":""gzip, br"",""postman-token"":""7e00ee31-278a-431d-9dd4-2ebd48a4bfd6"",""x-forwarded-proto"":""https"",""cache-control"":""no-cache"",""content-length"":""63"",""content-type"":""application/json""},""json"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""url"":""https://postman-echo.com/post""}","{
  ""name"": ""Gokul"",
  ""email"": ""gokul@test.com"",
  ""age"": 25
}","{""args"":{},""data"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""ab5cf29e-e4f6-4dcb-b7c1-01d33b33ef19"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3Ael1ycuIvRiyQTMHGgA_zEGocsohXPuiT.M2Zjtpj8nq51JW8bhinDXtmpGozZyTvBEb10iMx%2BMsc; __cf_bm=BLigf.V2YWSa0TV1wP_7uR8XeDBb5AWyhC0oRrqxmLU-1780848064.6254697-1.0.1.1-CIvhKF9DZMhFjoyrB6oLcoTeUwK1SmJ31Rp_mmBYCZjXSfCMPLakDKqMaWHj9siTtOEsneI0xzW8kFEuCjLAxEjpba7C5ELMONwLPxKMQwKvwOMkXcb4MM9mKZXMTNGi; _cfuvid=iltisy8m7Ax4yV0funCIhGw4U8qcim0qTe.G4N0Inv0-1780848064.6254697-1.0.1.1-9.Q5Cc9UhFbHU4WSypAd_LVCPytLrpU5HTtilHJzAlQ""},""json"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""url"":""https://postman-echo.com/post""}"
Arun,TestCase_1_Happy_Path,Positive,,arun@test.com,30,PASSED,200,"{
  ""name"": ""Arun"",
  ""email"": ""arun@test.com"",
  ""age"": 30
}","{""args"":{},""data"":{""name"":""Arun"",""email"":""arun@test.com"",""age"":30},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""254417f5-fb7a-421a-b061-53eda0057493"",""content-length"":""61"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AVA9ZybfHcDuYtCnFztvmy1D_eLwlUdV9.LiEuaHbTn6Sz0g1wYLHIoi4FkYHeXVIvXS%2F33XNIEs0; __cf_bm=kZsVJ6FVzYV0.Ze_B1uXk7aeFgtqEO0j9POQSk4uVKM-1779609172.1106215-1.0.1.1-THLmKQZOFPFtA8Axj7Mo4ePRayPuf2QgCshdJ.bKhCQfmOjqVd0I05_veiB8mvJBcbVJZd3yCRVgYRTNRtyxnA09nLEMTzHGEN0aW3D3TqExFcetbsE1XfTZDB2cGeTw; _cfuvid=ZNxfrTnvvuoBX4KCB4C0nOWOJlN1yPwdLgi1NSgnmCQ-1779609172.1106215-1.0.1.1-4EMY6HX7qYGeKl3BpdnR7PEslrMxCEorOJsmkJByZWY""},""json"":{""name"":""Arun"",""email"":""arun@test.com"",""age"":30},""url"":""https://postman-echo.com/post""}","{
  ""name"": ""Arun"",
  ""email"": """",
  ""age"": 30
}","{""args"":{},""data"":{""name"":""Arun"",""email"":"""",""age"":30},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""9e09de47-6906-4eb4-b3ed-7f300f599b9c"",""content-length"":""48"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3Aayk3NpkL-sjdZEcRbbvZJa-UsSWm9FqD.ZJk%2BchBgmvPmJqgsBlpg9%2FPCB7SMBgSyWMoUlQqpcfo; __cf_bm=BLigf.V2YWSa0TV1wP_7uR8XeDBb5AWyhC0oRrqxmLU-1780848064.6254697-1.0.1.1-CIvhKF9DZMhFjoyrB6oLcoTeUwK1SmJ31Rp_mmBYCZjXSfCMPLakDKqMaWHj9siTtOEsneI0xzW8kFEuCjLAxEjpba7C5ELMONwLPxKMQwKvwOMkXcb4MM9mKZXMTNGi; _cfuvid=iltisy8m7Ax4yV0funCIhGw4U8qcim0qTe.G4N0Inv0-1780848064.6254697-1.0.1.1-9.Q5Cc9UhFbHU4WSypAd_LVCPytLrpU5HTtilHJzAlQ""},""json"":{""name"":""Arun"",""email"":"""",""age"":30},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_2_Happy_Path,Positive,priya@test.com,priya@test.com,28,PASSED,200,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 28
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":28},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""c02093a7-7ac2-4a2d-9ee8-e56edd350bc9"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AZWismzMqF-5nyZLBMQrbyO4uNJHujwXn.dlCwWhnU8KgPthGR6gCQJltQ4msFSgoS9MGFmkzgvoE; __cf_bm=kZsVJ6FVzYV0.Ze_B1uXk7aeFgtqEO0j9POQSk4uVKM-1779609172.1106215-1.0.1.1-THLmKQZOFPFtA8Axj7Mo4ePRayPuf2QgCshdJ.bKhCQfmOjqVd0I05_veiB8mvJBcbVJZd3yCRVgYRTNRtyxnA09nLEMTzHGEN0aW3D3TqExFcetbsE1XfTZDB2cGeTw; _cfuvid=ZNxfrTnvvuoBX4KCB4C0nOWOJlN1yPwdLgi1NSgnmCQ-1779609172.1106215-1.0.1.1-4EMY6HX7qYGeKl3BpdnR7PEslrMxCEorOJsmkJByZWY""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":28},""url"":""https://postman-echo.com/post""}","{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 28
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":28},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""f69d93f1-6a4d-4990-9f18-70426076d66f"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AA4RY1pEdRUafNwTRmiWaq0FC21fpcAu-.H5qKDMBMRKv68u9iY%2B%2FcgtQDuKCyMp%2F1L2aOEFo9Z%2B4; __cf_bm=BLigf.V2YWSa0TV1wP_7uR8XeDBb5AWyhC0oRrqxmLU-1780848064.6254697-1.0.1.1-CIvhKF9DZMhFjoyrB6oLcoTeUwK1SmJ31Rp_mmBYCZjXSfCMPLakDKqMaWHj9siTtOEsneI0xzW8kFEuCjLAxEjpba7C5ELMONwLPxKMQwKvwOMkXcb4MM9mKZXMTNGi; _cfuvid=iltisy8m7Ax4yV0funCIhGw4U8qcim0qTe.G4N0Inv0-1780848064.6254697-1.0.1.1-9.Q5Cc9UhFbHU4WSypAd_LVCPytLrpU5HTtilHJzAlQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":28},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_3_Happy_Path,Positive,priya@test.com,priya@test.com,29,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 29
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":29},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""616bc47f-4096-4d7b-9278-625883decaeb"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AN8DByYHAq0ghdQRaFFpexvEEtHWPHIHI.zfoujUodeJOQlZdKvCdTWHCmxrnosF4%2Budp89i7%2Buho; __cf_bm=BLigf.V2YWSa0TV1wP_7uR8XeDBb5AWyhC0oRrqxmLU-1780848064.6254697-1.0.1.1-CIvhKF9DZMhFjoyrB6oLcoTeUwK1SmJ31Rp_mmBYCZjXSfCMPLakDKqMaWHj9siTtOEsneI0xzW8kFEuCjLAxEjpba7C5ELMONwLPxKMQwKvwOMkXcb4MM9mKZXMTNGi; _cfuvid=iltisy8m7Ax4yV0funCIhGw4U8qcim0qTe.G4N0Inv0-1780848064.6254697-1.0.1.1-9.Q5Cc9UhFbHU4WSypAd_LVCPytLrpU5HTtilHJzAlQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":29},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_4_Happy_Path,Positive,priya@test.com,priya@test.com,30,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 30
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":30},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""491c1c21-14d4-43f2-ac02-3151e7d8576a"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AK3Kx--_m5BtFh8vIDnW5FjsbOhE6RqHY.d4EqFqkJ3XeQlEWB6xsGrJmzDHRvaN42lrgTKBZTy%2F8; __cf_bm=BLigf.V2YWSa0TV1wP_7uR8XeDBb5AWyhC0oRrqxmLU-1780848064.6254697-1.0.1.1-CIvhKF9DZMhFjoyrB6oLcoTeUwK1SmJ31Rp_mmBYCZjXSfCMPLakDKqMaWHj9siTtOEsneI0xzW8kFEuCjLAxEjpba7C5ELMONwLPxKMQwKvwOMkXcb4MM9mKZXMTNGi; _cfuvid=iltisy8m7Ax4yV0funCIhGw4U8qcim0qTe.G4N0Inv0-1780848064.6254697-1.0.1.1-9.Q5Cc9UhFbHU4WSypAd_LVCPytLrpU5HTtilHJzAlQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":30},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_5_Happy_Path,Positive,priya@test.com,priya@test.com,31,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 31
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":31},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""ce9d142c-70c8-4292-88ff-10c91ad79364"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3Anatf0oD32W73qZd6lpTBqi1HpiXt7pG2.i74BGjvKLkpmQ3rNfYkJujgsxVC05typ%2F821%2BBUESfA; __cf_bm=BLigf.V2YWSa0TV1wP_7uR8XeDBb5AWyhC0oRrqxmLU-1780848064.6254697-1.0.1.1-CIvhKF9DZMhFjoyrB6oLcoTeUwK1SmJ31Rp_mmBYCZjXSfCMPLakDKqMaWHj9siTtOEsneI0xzW8kFEuCjLAxEjpba7C5ELMONwLPxKMQwKvwOMkXcb4MM9mKZXMTNGi; _cfuvid=iltisy8m7Ax4yV0funCIhGw4U8qcim0qTe.G4N0Inv0-1780848064.6254697-1.0.1.1-9.Q5Cc9UhFbHU4WSypAd_LVCPytLrpU5HTtilHJzAlQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":31},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_6_Happy_Path,Positive,priya@test.com,priya@test.com,32,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 32
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":32},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""c131f73a-6d5d-4748-a5c1-5509ca8ebffa"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3ANg8DPOBNQYbl0OHX7VT_enWgMDMBRsfw.NobAZGAu2Zf%2Fo%2FLxwcad2A2HBdrW5%2BtIdmwrYiMjPlc; __cf_bm=BLigf.V2YWSa0TV1wP_7uR8XeDBb5AWyhC0oRrqxmLU-1780848064.6254697-1.0.1.1-CIvhKF9DZMhFjoyrB6oLcoTeUwK1SmJ31Rp_mmBYCZjXSfCMPLakDKqMaWHj9siTtOEsneI0xzW8kFEuCjLAxEjpba7C5ELMONwLPxKMQwKvwOMkXcb4MM9mKZXMTNGi; _cfuvid=iltisy8m7Ax4yV0funCIhGw4U8qcim0qTe.G4N0Inv0-1780848064.6254697-1.0.1.1-9.Q5Cc9UhFbHU4WSypAd_LVCPytLrpU5HTtilHJzAlQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":32},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_7_Happy_Path,Positive,priya@test.com,priya@test.com,33,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 33
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":33},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""1f6a7d8c-2416-485f-9ec2-024805cdec10"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3A2GGIErVpYt9pgwEHc8Y-pLwqPittucxd.EiTYRLfzdXFrjVwhmvjhjhw2tv6LdqIAxOUA1TRH7es; __cf_bm=BLigf.V2YWSa0TV1wP_7uR8XeDBb5AWyhC0oRrqxmLU-1780848064.6254697-1.0.1.1-CIvhKF9DZMhFjoyrB6oLcoTeUwK1SmJ31Rp_mmBYCZjXSfCMPLakDKqMaWHj9siTtOEsneI0xzW8kFEuCjLAxEjpba7C5ELMONwLPxKMQwKvwOMkXcb4MM9mKZXMTNGi; _cfuvid=iltisy8m7Ax4yV0funCIhGw4U8qcim0qTe.G4N0Inv0-1780848064.6254697-1.0.1.1-9.Q5Cc9UhFbHU4WSypAd_LVCPytLrpU5HTtilHJzAlQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":33},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_8_Happy_Path,Positive,priya@test.com,priya@test.com,34,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 34
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":34},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""8feb1645-f2c3-4d06-9cd3-56580821ff4d"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3Ahg619RMYfbSu1smPibLG6tYpV9wQ-4kQ.cTa%2FHkhflEY9XH%2FtoJLFS3%2BPE4X%2F5ujYfsLw68ZsiLs; __cf_bm=BLigf.V2YWSa0TV1wP_7uR8XeDBb5AWyhC0oRrqxmLU-1780848064.6254697-1.0.1.1-CIvhKF9DZMhFjoyrB6oLcoTeUwK1SmJ31Rp_mmBYCZjXSfCMPLakDKqMaWHj9siTtOEsneI0xzW8kFEuCjLAxEjpba7C5ELMONwLPxKMQwKvwOMkXcb4MM9mKZXMTNGi; _cfuvid=iltisy8m7Ax4yV0funCIhGw4U8qcim0qTe.G4N0Inv0-1780848064.6254697-1.0.1.1-9.Q5Cc9UhFbHU4WSypAd_LVCPytLrpU5HTtilHJzAlQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":34},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_9_Happy_Path,Positive,priya@test.com,priya@test.com,35,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 35
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":35},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""3ad32df1-da6f-480a-98d9-018eb15d7fb3"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3A7ezSVAnEhSAEPrBa2nCnz7gszXuwN-Zb.MPjtJK%2BUKDbREiI%2Bu%2FKlzzZHPL5qUDmnNcPXB%2FjUfuU; __cf_bm=BLigf.V2YWSa0TV1wP_7uR8XeDBb5AWyhC0oRrqxmLU-1780848064.6254697-1.0.1.1-CIvhKF9DZMhFjoyrB6oLcoTeUwK1SmJ31Rp_mmBYCZjXSfCMPLakDKqMaWHj9siTtOEsneI0xzW8kFEuCjLAxEjpba7C5ELMONwLPxKMQwKvwOMkXcb4MM9mKZXMTNGi; _cfuvid=iltisy8m7Ax4yV0funCIhGw4U8qcim0qTe.G4N0Inv0-1780848064.6254697-1.0.1.1-9.Q5Cc9UhFbHU4WSypAd_LVCPytLrpU5HTtilHJzAlQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":35},""url"":""https://postman-echo.com/post""}"
