name,TestCaseName,Scenario,email,host,age,testResult,responseStatusCode,rawRequestBody,rawResponseBody,requestBody,responseBody
Gokul,TestCase_1_Happy_Path,Positive,gokul@test.com,gokul@test.com,25,PASSED,200,"{
  ""name"": ""Gokul"",
  ""email"": ""gokul@test.com"",
  ""age"": 25
}","{""args"":{},""data"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""user-agent"":""PostmanRuntime/7.39.1"",""accept"":""*/*"",""accept-encoding"":""gzip, br"",""postman-token"":""7e00ee31-278a-431d-9dd4-2ebd48a4bfd6"",""x-forwarded-proto"":""https"",""cache-control"":""no-cache"",""content-length"":""63"",""content-type"":""application/json""},""json"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""url"":""https://postman-echo.com/post""}","{
  ""name"": ""Gokul"",
  ""email"": ""gokul@test.com"",
  ""age"": 25
}","{""args"":{},""data"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""fa4a362a-def1-4463-bd3f-f69c49a2c361"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AwgIkKtex1W3U7x-SVMDWoXEdoEvnqWC9.6X25sbpQmB73FLDSkPO7YvLX5h6tYM15oLrQx2d1ZAk; __cf_bm=2gqVBlx9IC7GaVT6BhHxWH1xRbYrudB2DJm3iLCwZ.Q-1780895237.6855419-1.0.1.1-ZxM_Yf6slOLryg7FNaqQSNr6xSwDPJHln3CpDfHv_nGzAO9uNkLFN1YK9yD4gydZmnD2iWssPFpypqc4d4y4z688JmCeO9jarGblOa7URhcHIQnnM3cgGH.I1OmKAjET; _cfuvid=rL6cbhIYQ6ZH4Ro_8Gv59FEFPbl4uw4XxbKa_Y2Oq5o-1780895237.6855419-1.0.1.1-ynkbIf9A.FEBhtLGP7NGFTMEQoZaQJTZMFMv03JYlok""},""json"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""url"":""https://postman-echo.com/post""}"
=======,,,,,,FAILED,200,,,"{
  ""name"": ""======="",
  ""email"": """",
  ""age"": 
}","{""args"":{},""data"":""{\n  \""name\"": \""=======\"",\n  \""email\"": \""\"",\n  \""age\"": \n}"",""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""9452b9b3-e1bf-48d2-ae7d-09983c4cfd23"",""content-length"":""49"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3ACa7FSxCNCk95JDVHF9MvgdCZiegzcDhp.BDhlPbW21Vvz1BEthQfGTqtJbDqqNdU615gjxHSJUnI; __cf_bm=2gqVBlx9IC7GaVT6BhHxWH1xRbYrudB2DJm3iLCwZ.Q-1780895237.6855419-1.0.1.1-ZxM_Yf6slOLryg7FNaqQSNr6xSwDPJHln3CpDfHv_nGzAO9uNkLFN1YK9yD4gydZmnD2iWssPFpypqc4d4y4z688JmCeO9jarGblOa7URhcHIQnnM3cgGH.I1OmKAjET; _cfuvid=rL6cbhIYQ6ZH4Ro_8Gv59FEFPbl4uw4XxbKa_Y2Oq5o-1780895237.6855419-1.0.1.1-ynkbIf9A.FEBhtLGP7NGFTMEQoZaQJTZMFMv03JYlok""},""json"":null,""url"":""https://postman-echo.com/post""}"
"}""","{""args"":{},""data"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""aa44932e-9cb5-4cdf-9f32-37033e013270"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AcO92MAhWBdwdqHUu-YgPz5zEddYD2pJY.LOmmNovSsoiiHYDPJoZ01rpOU7ae9tUxy4qUzXt8oZE; __cf_bm=o4QVDxRLyi4GrJo32S2wZwRcQ7XT9qfYOqWvCA74240-1780851172.4931045-1.0.1.1-iRgjiL2PMbRMzQHTO.Gi3DHmljsNnZBLSG0kB.v8LSBcHXIUCqd9DxTFRQ7.iI5lXCrrqO0As2NHKQPPdC693GBi.y_oQSC28Z9Oferr8oBncyR8ce5B7Fm.kFxjlFfM; _cfuvid=a7Dlw7jd1Rm3sE2xQhWFCAch4nYm3L65et0QgHECKq0-1780851172.4931045-1.0.1.1-v3S_F0RZhEikkapnXFkQZFpzlL3EMDPFWADuNcmCveU""},""json"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""url"":""https://postman-echo.com/post""}",,,,,FAILED,200,,,"{
  ""name"": ""}"""",
  ""email"": """",
  ""age"": 
}","{""args"":{},""data"":""{\n  \""name\"": \""}\""\"",\n  \""email\"": \""\"",\n  \""age\"": \n}"",""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""59fc72b1-364b-4565-9e29-8e7538013e42"",""content-length"":""44"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3ArrIn-eQnsCMXYdZ7UqAHtsnMsUXWZbmM.lw%2BNeR813G08UoUPFN62TVnqvGtobCbi9xawLO6CMRg; __cf_bm=2gqVBlx9IC7GaVT6BhHxWH1xRbYrudB2DJm3iLCwZ.Q-1780895237.6855419-1.0.1.1-ZxM_Yf6slOLryg7FNaqQSNr6xSwDPJHln3CpDfHv_nGzAO9uNkLFN1YK9yD4gydZmnD2iWssPFpypqc4d4y4z688JmCeO9jarGblOa7URhcHIQnnM3cgGH.I1OmKAjET; _cfuvid=rL6cbhIYQ6ZH4Ro_8Gv59FEFPbl4uw4XxbKa_Y2Oq5o-1780895237.6855419-1.0.1.1-ynkbIf9A.FEBhtLGP7NGFTMEQoZaQJTZMFMv03JYlok""},""json"":null,""url"":""https://postman-echo.com/post""}"
>>>>>>> Stashed changes,,,,,,FAILED,200,,,"{
  ""name"": "">>>>>>> Stashed changes"",
  ""email"": """",
  ""age"": 
}","{""args"":{},""data"":""{\n  \""name\"": \"">>>>>>> Stashed changes\"",\n  \""email\"": \""\"",\n  \""age\"": \n}"",""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""704ecc69-111d-4ee8-97d8-5aabfaef696c"",""content-length"":""65"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3A_5l_6PQgItEyw-Sxwwym3bqJ2cY5ED0Z.i0vXtm3mZuCXmqvag5zEShXH3YTLvLU8%2BCiFbxlLDPI; __cf_bm=2gqVBlx9IC7GaVT6BhHxWH1xRbYrudB2DJm3iLCwZ.Q-1780895237.6855419-1.0.1.1-ZxM_Yf6slOLryg7FNaqQSNr6xSwDPJHln3CpDfHv_nGzAO9uNkLFN1YK9yD4gydZmnD2iWssPFpypqc4d4y4z688JmCeO9jarGblOa7URhcHIQnnM3cgGH.I1OmKAjET; _cfuvid=rL6cbhIYQ6ZH4Ro_8Gv59FEFPbl4uw4XxbKa_Y2Oq5o-1780895237.6855419-1.0.1.1-ynkbIf9A.FEBhtLGP7NGFTMEQoZaQJTZMFMv03JYlok""},""json"":null,""url"":""https://postman-echo.com/post""}"
=======,,,,,,FAILED,200,,,"{
  ""name"": ""======="",
  ""email"": """",
  ""age"": 
}","{""args"":{},""data"":""{\n  \""name\"": \""=======\"",\n  \""email\"": \""\"",\n  \""age\"": \n}"",""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""9c48ba88-da33-4b4b-8eb4-34a14fe615ec"",""content-length"":""49"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AWt2uJch_tw5_fX1P0gKIFoPndcE5Q1pq.FvO61W5ITT5jDc74sRctfVC39csmC00uZm4FzEyCpRo; __cf_bm=2gqVBlx9IC7GaVT6BhHxWH1xRbYrudB2DJm3iLCwZ.Q-1780895237.6855419-1.0.1.1-ZxM_Yf6slOLryg7FNaqQSNr6xSwDPJHln3CpDfHv_nGzAO9uNkLFN1YK9yD4gydZmnD2iWssPFpypqc4d4y4z688JmCeO9jarGblOa7URhcHIQnnM3cgGH.I1OmKAjET; _cfuvid=rL6cbhIYQ6ZH4Ro_8Gv59FEFPbl4uw4XxbKa_Y2Oq5o-1780895237.6855419-1.0.1.1-ynkbIf9A.FEBhtLGP7NGFTMEQoZaQJTZMFMv03JYlok""},""json"":null,""url"":""https://postman-echo.com/post""}"
"}""","{""args"":{},""data"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""4487930f-c399-451e-ab52-e6c187f952ce"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3Ajhlo0_g_x5WeQYzoX5KgC9ISGA1bOaoI.NKpCIcA9noZQPu7c79JcJ0%2FW3RAM6BDNlLqYOWH4AD0; __cf_bm=kpU6js74jSYKWp8LZCr_rVo5Wd6kImM_diO1pFln1KI-1780893939.2114358-1.0.1.1-bjwkeK7.xKvPaip7PguruK0T3WOeYeZd.TbTHtCkYY5FwvBCfiFEuLSjfySkixGj_cmQu0w70QuNziayfSJoooU78HPTsWxAiWqOl7virbX7iz3LjVlTYIfN1O2TFdEy; _cfuvid=T6K58GOpxzm_BG1a.PdeVtKE5n72RiP0cYsGjIRgTLw-1780893939.2114358-1.0.1.1-pe3FLy8BmiUkMy_PCdy2B8.XadLkN9CeFOKstHy7Arg""},""json"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""url"":""https://postman-echo.com/post""}",,,,,FAILED,200,,,"{
  ""name"": ""}"""",
  ""email"": """",
  ""age"": 
}","{""args"":{},""data"":""{\n  \""name\"": \""}\""\"",\n  \""email\"": \""\"",\n  \""age\"": \n}"",""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""b2ee0463-3667-4bba-b39e-08749287a400"",""content-length"":""44"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AfLKkkXkr_GLTAoUY6F6UPoF50kHk-jWJ.qAameUc47mK0%2Byf17dMuPbGKsq%2FXDUVt0k77nRcCm7A; __cf_bm=2gqVBlx9IC7GaVT6BhHxWH1xRbYrudB2DJm3iLCwZ.Q-1780895237.6855419-1.0.1.1-ZxM_Yf6slOLryg7FNaqQSNr6xSwDPJHln3CpDfHv_nGzAO9uNkLFN1YK9yD4gydZmnD2iWssPFpypqc4d4y4z688JmCeO9jarGblOa7URhcHIQnnM3cgGH.I1OmKAjET; _cfuvid=rL6cbhIYQ6ZH4Ro_8Gv59FEFPbl4uw4XxbKa_Y2Oq5o-1780895237.6855419-1.0.1.1-ynkbIf9A.FEBhtLGP7NGFTMEQoZaQJTZMFMv03JYlok""},""json"":null,""url"":""https://postman-echo.com/post""}"
>>>>>>> Stashed changes,,,,,,FAILED,200,,,"{
  ""name"": "">>>>>>> Stashed changes"",
  ""email"": """",
  ""age"": 
}","{""args"":{},""data"":""{\n  \""name\"": \"">>>>>>> Stashed changes\"",\n  \""email\"": \""\"",\n  \""age\"": \n}"",""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""d6fda672-9452-4d07-9262-5390699a29d1"",""content-length"":""65"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AMpm5z3H2nPA7wzEIcEq-PBWQQBh2WT6s.0eAjQfp%2Fn6pbsrz6ihI5JWAiRF498trI2eclJ%2BkyLdU; __cf_bm=2gqVBlx9IC7GaVT6BhHxWH1xRbYrudB2DJm3iLCwZ.Q-1780895237.6855419-1.0.1.1-ZxM_Yf6slOLryg7FNaqQSNr6xSwDPJHln3CpDfHv_nGzAO9uNkLFN1YK9yD4gydZmnD2iWssPFpypqc4d4y4z688JmCeO9jarGblOa7URhcHIQnnM3cgGH.I1OmKAjET; _cfuvid=rL6cbhIYQ6ZH4Ro_8Gv59FEFPbl4uw4XxbKa_Y2Oq5o-1780895237.6855419-1.0.1.1-ynkbIf9A.FEBhtLGP7NGFTMEQoZaQJTZMFMv03JYlok""},""json"":null,""url"":""https://postman-echo.com/post""}"
Arun,TestCase_1_Happy_Path,Positive,,arun@test.com,30,PASSED,200,"{
  ""name"": ""Arun"",
  ""email"": ""arun@test.com"",
  ""age"": 30
}","{""args"":{},""data"":{""name"":""Arun"",""email"":""arun@test.com"",""age"":30},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""254417f5-fb7a-421a-b061-53eda0057493"",""content-length"":""61"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AVA9ZybfHcDuYtCnFztvmy1D_eLwlUdV9.LiEuaHbTn6Sz0g1wYLHIoi4FkYHeXVIvXS%2F33XNIEs0; __cf_bm=kZsVJ6FVzYV0.Ze_B1uXk7aeFgtqEO0j9POQSk4uVKM-1779609172.1106215-1.0.1.1-THLmKQZOFPFtA8Axj7Mo4ePRayPuf2QgCshdJ.bKhCQfmOjqVd0I05_veiB8mvJBcbVJZd3yCRVgYRTNRtyxnA09nLEMTzHGEN0aW3D3TqExFcetbsE1XfTZDB2cGeTw; _cfuvid=ZNxfrTnvvuoBX4KCB4C0nOWOJlN1yPwdLgi1NSgnmCQ-1779609172.1106215-1.0.1.1-4EMY6HX7qYGeKl3BpdnR7PEslrMxCEorOJsmkJByZWY""},""json"":{""name"":""Arun"",""email"":""arun@test.com"",""age"":30},""url"":""https://postman-echo.com/post""}","{
  ""name"": ""Arun"",
  ""email"": """",
  ""age"": 30
}","{""args"":{},""data"":{""name"":""Arun"",""email"":"""",""age"":30},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""e19a9567-16a3-46f2-8c22-d8bfa2eaabbd"",""content-length"":""48"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AMqtRPcSF7fPifiVyGgFgeVQ884vyp7x4.O8Htk6l3XLalS91TC%2BjUKp62%2Beg1wwrCpYIKV%2FQUNAs; __cf_bm=2gqVBlx9IC7GaVT6BhHxWH1xRbYrudB2DJm3iLCwZ.Q-1780895237.6855419-1.0.1.1-ZxM_Yf6slOLryg7FNaqQSNr6xSwDPJHln3CpDfHv_nGzAO9uNkLFN1YK9yD4gydZmnD2iWssPFpypqc4d4y4z688JmCeO9jarGblOa7URhcHIQnnM3cgGH.I1OmKAjET; _cfuvid=rL6cbhIYQ6ZH4Ro_8Gv59FEFPbl4uw4XxbKa_Y2Oq5o-1780895237.6855419-1.0.1.1-ynkbIf9A.FEBhtLGP7NGFTMEQoZaQJTZMFMv03JYlok""},""json"":{""name"":""Arun"",""email"":"""",""age"":30},""url"":""https://postman-echo.com/post""}"
=======,,,,,,FAILED,200,,,"{
  ""name"": ""======="",
  ""email"": """",
  ""age"": 
}","{""args"":{},""data"":""{\n  \""name\"": \""=======\"",\n  \""email\"": \""\"",\n  \""age\"": \n}"",""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""35abc9e5-aa7e-44a9-a83d-194c7327a867"",""content-length"":""49"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AZE8CyOcVfoQOFsujrcqnUBNxoutvYs4I.svgbsVZRiX8QCgbw0xNWWaMgrrsyG42GSmfU%2BddS9Kc; __cf_bm=2gqVBlx9IC7GaVT6BhHxWH1xRbYrudB2DJm3iLCwZ.Q-1780895237.6855419-1.0.1.1-ZxM_Yf6slOLryg7FNaqQSNr6xSwDPJHln3CpDfHv_nGzAO9uNkLFN1YK9yD4gydZmnD2iWssPFpypqc4d4y4z688JmCeO9jarGblOa7URhcHIQnnM3cgGH.I1OmKAjET; _cfuvid=rL6cbhIYQ6ZH4Ro_8Gv59FEFPbl4uw4XxbKa_Y2Oq5o-1780895237.6855419-1.0.1.1-ynkbIf9A.FEBhtLGP7NGFTMEQoZaQJTZMFMv03JYlok""},""json"":null,""url"":""https://postman-echo.com/post""}"
"}""","{""args"":{},""data"":{""name"":""Arun"",""email"":"""",""age"":30},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""de611dc9-5920-40d5-bc2e-0cb505177ac6"",""content-length"":""48"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AQfWDM8l92ts7y8lmLzkQcTYkHeN9G1x-.3fcofrGicWOGrcz1ph50ZyFqC6SwuC%2FCT1ERxAhZME8; __cf_bm=o4QVDxRLyi4GrJo32S2wZwRcQ7XT9qfYOqWvCA74240-1780851172.4931045-1.0.1.1-iRgjiL2PMbRMzQHTO.Gi3DHmljsNnZBLSG0kB.v8LSBcHXIUCqd9DxTFRQ7.iI5lXCrrqO0As2NHKQPPdC693GBi.y_oQSC28Z9Oferr8oBncyR8ce5B7Fm.kFxjlFfM; _cfuvid=a7Dlw7jd1Rm3sE2xQhWFCAch4nYm3L65et0QgHECKq0-1780851172.4931045-1.0.1.1-v3S_F0RZhEikkapnXFkQZFpzlL3EMDPFWADuNcmCveU""},""json"":{""name"":""Arun"",""email"":"""",""age"":30},""url"":""https://postman-echo.com/post""}",,,,,FAILED,200,,,"{
  ""name"": ""}"""",
  ""email"": """",
  ""age"": 
}","{""args"":{},""data"":""{\n  \""name\"": \""}\""\"",\n  \""email\"": \""\"",\n  \""age\"": \n}"",""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""75dc6be3-8910-45d4-ab9c-9d35380a7cf1"",""content-length"":""44"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AfNelHken3VW2lXhpvGiw0bb9S-fpBlie.4ymBFMnS6UKd4zSKvT6cegF3E0iRtAp08A5h1eBZe9c; __cf_bm=2gqVBlx9IC7GaVT6BhHxWH1xRbYrudB2DJm3iLCwZ.Q-1780895237.6855419-1.0.1.1-ZxM_Yf6slOLryg7FNaqQSNr6xSwDPJHln3CpDfHv_nGzAO9uNkLFN1YK9yD4gydZmnD2iWssPFpypqc4d4y4z688JmCeO9jarGblOa7URhcHIQnnM3cgGH.I1OmKAjET; _cfuvid=rL6cbhIYQ6ZH4Ro_8Gv59FEFPbl4uw4XxbKa_Y2Oq5o-1780895237.6855419-1.0.1.1-ynkbIf9A.FEBhtLGP7NGFTMEQoZaQJTZMFMv03JYlok""},""json"":null,""url"":""https://postman-echo.com/post""}"
