name,TestCaseName,Scenario,email,host,age,testResult,responseStatusCode,rawRequestBody,rawResponseBody,requestBody,responseBody
Gokul,TestCase_1_Happy_Path,Positive,gokul@test.com,gokul@test.com,25,PASSED,200,"{
  ""name"": ""Gokul"",
  ""email"": ""gokul@test.com"",
  ""age"": 25
}","{""args"":{},""data"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""user-agent"":""PostmanRuntime/7.39.1"",""accept"":""*/*"",""accept-encoding"":""gzip, br"",""postman-token"":""7e00ee31-278a-431d-9dd4-2ebd48a4bfd6"",""x-forwarded-proto"":""https"",""cache-control"":""no-cache"",""content-length"":""63"",""content-type"":""application/json""},""json"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""url"":""https://postman-echo.com/post""}","{
  ""name"": ""Gokul"",
  ""email"": ""gokul@test.com"",
  ""age"": 25
}","{""args"":{},""data"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""465da8dc-23f7-4214-ac8b-b1cdb40f2ec4"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3ARc-isVgSccgrDkMx5CIc6r5AtjDssMrB.OZKeOUtKvdwD2XNLw82kkGVMZ4m33OpJY5B0Dql%2FI%2FU; __cf_bm=gwP9WU0kXRndEC._aDDbA2rs1li95Nvw.g13eTGye3s-1780849384.7189555-1.0.1.1-g5WDCMB28hFu3c0YOCAhiwqnK5f7ZRiHsumGSCtZ1zN4C4eJrKaOVs0xj6rKhumYjsNt.FFnxHwIcYHpxjyCGR4nxx9rGk_0itBJCWPQzCTvp.TVbIoSnQK88swUlxsU; _cfuvid=PORr4L5q_GiFX_NBHhTV8xkVpNtXSJuuiDL9zg6o8Uc-1780849384.7189555-1.0.1.1-OOT4rR9uQ0sMK5uJI.75F8llscluCrFhWuGwbHHOExQ""},""json"":{""name"":""Gokul"",""email"":""gokul@test.com"",""age"":25},""url"":""https://postman-echo.com/post""}"
Arun,TestCase_1_Happy_Path,Positive,,arun@test.com,30,PASSED,200,"{
  ""name"": ""Arun"",
  ""email"": ""arun@test.com"",
  ""age"": 30
}","{""args"":{},""data"":{""name"":""Arun"",""email"":""arun@test.com"",""age"":30},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""254417f5-fb7a-421a-b061-53eda0057493"",""content-length"":""61"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AVA9ZybfHcDuYtCnFztvmy1D_eLwlUdV9.LiEuaHbTn6Sz0g1wYLHIoi4FkYHeXVIvXS%2F33XNIEs0; __cf_bm=kZsVJ6FVzYV0.Ze_B1uXk7aeFgtqEO0j9POQSk4uVKM-1779609172.1106215-1.0.1.1-THLmKQZOFPFtA8Axj7Mo4ePRayPuf2QgCshdJ.bKhCQfmOjqVd0I05_veiB8mvJBcbVJZd3yCRVgYRTNRtyxnA09nLEMTzHGEN0aW3D3TqExFcetbsE1XfTZDB2cGeTw; _cfuvid=ZNxfrTnvvuoBX4KCB4C0nOWOJlN1yPwdLgi1NSgnmCQ-1779609172.1106215-1.0.1.1-4EMY6HX7qYGeKl3BpdnR7PEslrMxCEorOJsmkJByZWY""},""json"":{""name"":""Arun"",""email"":""arun@test.com"",""age"":30},""url"":""https://postman-echo.com/post""}","{
  ""name"": ""Arun"",
  ""email"": """",
  ""age"": 30
}","{""args"":{},""data"":{""name"":""Arun"",""email"":"""",""age"":30},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""fdacbc25-2279-4d0a-8c90-4122369a72fa"",""content-length"":""48"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AcQbR8Ys7iFeNVx5mZaXa_EM3u5TIjbXZ.XikpXe97Tw%2FL3OecMdD5UYiPlrU%2Fe67XCH9ovkA5rKE; __cf_bm=gwP9WU0kXRndEC._aDDbA2rs1li95Nvw.g13eTGye3s-1780849384.7189555-1.0.1.1-g5WDCMB28hFu3c0YOCAhiwqnK5f7ZRiHsumGSCtZ1zN4C4eJrKaOVs0xj6rKhumYjsNt.FFnxHwIcYHpxjyCGR4nxx9rGk_0itBJCWPQzCTvp.TVbIoSnQK88swUlxsU; _cfuvid=PORr4L5q_GiFX_NBHhTV8xkVpNtXSJuuiDL9zg6o8Uc-1780849384.7189555-1.0.1.1-OOT4rR9uQ0sMK5uJI.75F8llscluCrFhWuGwbHHOExQ""},""json"":{""name"":""Arun"",""email"":"""",""age"":30},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_2_Happy_Path,Positive,priya@test.com,priya@test.com,28,PASSED,200,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 28
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":28},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""c02093a7-7ac2-4a2d-9ee8-e56edd350bc9"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AZWismzMqF-5nyZLBMQrbyO4uNJHujwXn.dlCwWhnU8KgPthGR6gCQJltQ4msFSgoS9MGFmkzgvoE; __cf_bm=kZsVJ6FVzYV0.Ze_B1uXk7aeFgtqEO0j9POQSk4uVKM-1779609172.1106215-1.0.1.1-THLmKQZOFPFtA8Axj7Mo4ePRayPuf2QgCshdJ.bKhCQfmOjqVd0I05_veiB8mvJBcbVJZd3yCRVgYRTNRtyxnA09nLEMTzHGEN0aW3D3TqExFcetbsE1XfTZDB2cGeTw; _cfuvid=ZNxfrTnvvuoBX4KCB4C0nOWOJlN1yPwdLgi1NSgnmCQ-1779609172.1106215-1.0.1.1-4EMY6HX7qYGeKl3BpdnR7PEslrMxCEorOJsmkJByZWY""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":28},""url"":""https://postman-echo.com/post""}","{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 28
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":28},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""32bf2072-2406-4031-a9a2-7e205807add2"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3ABj5f__-Znbhx9phT7Hs0p3bIxnIEHhfR.rlvDWLkf8sSNWEgTlQdMssFo3ID7njRioSB7KJRYksE; __cf_bm=gwP9WU0kXRndEC._aDDbA2rs1li95Nvw.g13eTGye3s-1780849384.7189555-1.0.1.1-g5WDCMB28hFu3c0YOCAhiwqnK5f7ZRiHsumGSCtZ1zN4C4eJrKaOVs0xj6rKhumYjsNt.FFnxHwIcYHpxjyCGR4nxx9rGk_0itBJCWPQzCTvp.TVbIoSnQK88swUlxsU; _cfuvid=PORr4L5q_GiFX_NBHhTV8xkVpNtXSJuuiDL9zg6o8Uc-1780849384.7189555-1.0.1.1-OOT4rR9uQ0sMK5uJI.75F8llscluCrFhWuGwbHHOExQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":28},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_3_Happy_Path,Positive,priya@test.com,priya@test.com,29,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 29
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":29},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""ba4a62ae-efc5-447a-afb5-e8f243456f51"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3Adb2XdevjfgtxKkDEenqi4ejOsfeYWqI0.byux7YjpYMzNinIsHPsF%2FUrNroCNgSfGpA8XojqzBfM; __cf_bm=gwP9WU0kXRndEC._aDDbA2rs1li95Nvw.g13eTGye3s-1780849384.7189555-1.0.1.1-g5WDCMB28hFu3c0YOCAhiwqnK5f7ZRiHsumGSCtZ1zN4C4eJrKaOVs0xj6rKhumYjsNt.FFnxHwIcYHpxjyCGR4nxx9rGk_0itBJCWPQzCTvp.TVbIoSnQK88swUlxsU; _cfuvid=PORr4L5q_GiFX_NBHhTV8xkVpNtXSJuuiDL9zg6o8Uc-1780849384.7189555-1.0.1.1-OOT4rR9uQ0sMK5uJI.75F8llscluCrFhWuGwbHHOExQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":29},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_4_Happy_Path,Positive,priya@test.com,priya@test.com,30,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 30
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":30},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""9396e848-b894-4d33-bed9-69cb60b74095"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3A3yISrE-pwNHzCH-YpWQn7a6a70zCxO18.O0ymSc38B0ZZJGrLTR9bOHEzXnOJp%2Fon7npYkqw5mdQ; __cf_bm=gwP9WU0kXRndEC._aDDbA2rs1li95Nvw.g13eTGye3s-1780849384.7189555-1.0.1.1-g5WDCMB28hFu3c0YOCAhiwqnK5f7ZRiHsumGSCtZ1zN4C4eJrKaOVs0xj6rKhumYjsNt.FFnxHwIcYHpxjyCGR4nxx9rGk_0itBJCWPQzCTvp.TVbIoSnQK88swUlxsU; _cfuvid=PORr4L5q_GiFX_NBHhTV8xkVpNtXSJuuiDL9zg6o8Uc-1780849384.7189555-1.0.1.1-OOT4rR9uQ0sMK5uJI.75F8llscluCrFhWuGwbHHOExQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":30},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_5_Happy_Path,Positive,priya@test.com,priya@test.com,31,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 31
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":31},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""ba31bc02-764d-45c0-92da-73b5f9d8dd65"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AJxJk6L4h7jVvIRtVW0PTGWnKl_7LIKf6.vD1fEIAr8EUPzVXalM6Td6WDjfuhybeD%2Bv4xm%2FzUTpU; __cf_bm=gwP9WU0kXRndEC._aDDbA2rs1li95Nvw.g13eTGye3s-1780849384.7189555-1.0.1.1-g5WDCMB28hFu3c0YOCAhiwqnK5f7ZRiHsumGSCtZ1zN4C4eJrKaOVs0xj6rKhumYjsNt.FFnxHwIcYHpxjyCGR4nxx9rGk_0itBJCWPQzCTvp.TVbIoSnQK88swUlxsU; _cfuvid=PORr4L5q_GiFX_NBHhTV8xkVpNtXSJuuiDL9zg6o8Uc-1780849384.7189555-1.0.1.1-OOT4rR9uQ0sMK5uJI.75F8llscluCrFhWuGwbHHOExQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":31},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_6_Happy_Path,Positive,priya@test.com,priya@test.com,32,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 32
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":32},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""89f6bce5-fe54-4629-af00-7bc236e11de8"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3A4a0ekRK_cwAI90iJ5lQlBbZ_EEXxh5w0.xEqY8a9ZjoyWwk2c0RS5eXfaR05cWsS8FkcTqCpcGFk; __cf_bm=gwP9WU0kXRndEC._aDDbA2rs1li95Nvw.g13eTGye3s-1780849384.7189555-1.0.1.1-g5WDCMB28hFu3c0YOCAhiwqnK5f7ZRiHsumGSCtZ1zN4C4eJrKaOVs0xj6rKhumYjsNt.FFnxHwIcYHpxjyCGR4nxx9rGk_0itBJCWPQzCTvp.TVbIoSnQK88swUlxsU; _cfuvid=PORr4L5q_GiFX_NBHhTV8xkVpNtXSJuuiDL9zg6o8Uc-1780849384.7189555-1.0.1.1-OOT4rR9uQ0sMK5uJI.75F8llscluCrFhWuGwbHHOExQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":32},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_7_Happy_Path,Positive,priya@test.com,priya@test.com,33,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 33
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":33},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""00f862bc-c420-41f0-9159-7b728fa0511d"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3ACHqC3f2TkxD-PmtOv_jErDQxj_c7JdbN.ASlghc9of4FwQzJKvKXbS4q20LSrefUw3H%2FO5xQFa8E; __cf_bm=gwP9WU0kXRndEC._aDDbA2rs1li95Nvw.g13eTGye3s-1780849384.7189555-1.0.1.1-g5WDCMB28hFu3c0YOCAhiwqnK5f7ZRiHsumGSCtZ1zN4C4eJrKaOVs0xj6rKhumYjsNt.FFnxHwIcYHpxjyCGR4nxx9rGk_0itBJCWPQzCTvp.TVbIoSnQK88swUlxsU; _cfuvid=PORr4L5q_GiFX_NBHhTV8xkVpNtXSJuuiDL9zg6o8Uc-1780849384.7189555-1.0.1.1-OOT4rR9uQ0sMK5uJI.75F8llscluCrFhWuGwbHHOExQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":33},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_8_Happy_Path,Positive,priya@test.com,priya@test.com,34,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 34
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":34},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""4e05f8a0-bad8-40a1-97ed-16a0cb7b81df"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3AAy9FUlOiQ8ZXBPEv1rm7bFW-9HAZ4SCh.T7tj0rNbuuOyrprIu5%2FnNnrhMid3MjL6X2tVxM31vaw; __cf_bm=gwP9WU0kXRndEC._aDDbA2rs1li95Nvw.g13eTGye3s-1780849384.7189555-1.0.1.1-g5WDCMB28hFu3c0YOCAhiwqnK5f7ZRiHsumGSCtZ1zN4C4eJrKaOVs0xj6rKhumYjsNt.FFnxHwIcYHpxjyCGR4nxx9rGk_0itBJCWPQzCTvp.TVbIoSnQK88swUlxsU; _cfuvid=PORr4L5q_GiFX_NBHhTV8xkVpNtXSJuuiDL9zg6o8Uc-1780849384.7189555-1.0.1.1-OOT4rR9uQ0sMK5uJI.75F8llscluCrFhWuGwbHHOExQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":34},""url"":""https://postman-echo.com/post""}"
Priya,TestCase_9_Happy_Path,Positive,priya@test.com,priya@test.com,35,PASSED,200,,,"{
  ""name"": ""Priya"",
  ""email"": ""priya@test.com"",
  ""age"": 35
}","{""args"":{},""data"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":35},""files"":{},""form"":{},""headers"":{""host"":""postman-echo.com"",""accept"":""*/*"",""cache-control"":""no-cache"",""accept-encoding"":""gzip, br"",""x-forwarded-proto"":""https"",""postman-token"":""60554c37-62e2-475e-afe0-e0a67277c9e9"",""content-length"":""63"",""content-type"":""application/json"",""user-agent"":""PostmanRuntime/7.39.1"",""cookie"":""sails.sid=s%3ApvSBMvqATCpWGrw_i2D9J5vgH49-9t5q.MONf%2BK8LQTeXFdQOqWMQ45fzQWBzlR2%2BKwDaqqL%2FyPg; __cf_bm=gwP9WU0kXRndEC._aDDbA2rs1li95Nvw.g13eTGye3s-1780849384.7189555-1.0.1.1-g5WDCMB28hFu3c0YOCAhiwqnK5f7ZRiHsumGSCtZ1zN4C4eJrKaOVs0xj6rKhumYjsNt.FFnxHwIcYHpxjyCGR4nxx9rGk_0itBJCWPQzCTvp.TVbIoSnQK88swUlxsU; _cfuvid=PORr4L5q_GiFX_NBHhTV8xkVpNtXSJuuiDL9zg6o8Uc-1780849384.7189555-1.0.1.1-OOT4rR9uQ0sMK5uJI.75F8llscluCrFhWuGwbHHOExQ""},""json"":{""name"":""Priya"",""email"":""priya@test.com"",""age"":35},""url"":""https://postman-echo.com/post""}"
